,state,agency
11283,new york,NY429PL
11284,new york,NY430PB
11285,new york,NY431PN
11286,new york,NY432PC
11287,new york,NY435PP
11288,new york,NY437PC
11289,new york,NY438PC
11290,new york,NY439PT
11291,new york,NY443PP
11292,new york,NY448PF
11293,new york,NY449PF
11294,new york,NY450PF
11295,new york,NY451PL
11296,new york,NY451PR
11297,new york,NY462PB
11298,new york,NY00254
11299,new york,NY00426
11300,new york,NY00521
11301,new york,NY00758
11302,new york,NY00828
11303,new york,NY00921
11304,new york,NY01025
11305,new york,NY01121
11306,new york,NY01242
11307,new york,NY01328
11308,new york,NY01454
11309,new york,NY01551
11310,new york,NY01600
11311,new york,NY01721
11312,new york,NY01951
11313,new york,NY02168
11314,new york,NY02223
11315,new york,NY02224
11316,new york,NY02225
11317,new york,NY02227
11318,new york,NY02370
11319,new york,NY02935
11320,new york,NY02941
11321,new york,NY02944
11322,new york,NY02947
11323,new york,NY02988
11324,new york,NY03223
11325,new york,NY03239
11326,new york,NY03421
11327,new york,NY03423
11328,new york,NY03425
11329,new york,NY03536
11330,new york,NY03729
11331,new york,NY04270
11332,new york,NY04325
11333,new york,NY04428
11334,new york,NY04451
11335,new york,NY04724
11336,new york,NY04924
11337,new york,NY05136
11338,new york,NY05141
11339,new york,NY05144
11340,new york,NY05223
11341,new york,NY05850
11342,new york,NY05927
11343,new york,NY05939
11344,new york,NY05941
11345,new york,NY05954
11346,new york,NY152WN
11347,new york,NY214UB
11348,new york,NY230UN
11349,new york,NY233US
11350,new york,NY241UR
11351,new york,NY301ST
11352,new york,NY305ST
11353,new york,NY306ST
11354,new york,NY310ST
11355,new york,NY313ST
11356,new york,NY314ST
11357,new york,NY318ST
11358,new york,NY319ST
11359,new york,NY321ST
11360,new york,NY326ST
11361,new york,NY327ST
11362,new york,NY328ST
11363,new york,NY331ST
11364,new york,NY332ST
11365,new york,NY333ST
11366,new york,NY334ST
11367,new york,NY335ST
11368,new york,NY336ST
11369,new york,NY337ST
11370,new york,NY339ST
11371,new york,NY341ST
11372,new york,NY343ST
11373,new york,NY345ST
11374,new york,NY346ST
11375,new york,NY349ST
11376,new york,NY355ST
11377,new york,NY357ST
11378,new york,NY358ST
11379,new york,NY359ST
11380,new york,NY401PS
11381,new york,NY402PA
11382,new york,NY403PC
11383,new york,NY405PF
11384,new york,NY406PA
11385,new york,NY407PF
11386,new york,NY408PC
11387,new york,NY410PT
11388,new york,NY411PC
11389,new york,NY412PC
11390,new york,NY413PT
11391,new york,NY416PI
11392,new york,NY417PS
11393,new york,NY418PG
11394,new york,NY419PS
11395,new york,NY421PC
11396,new york,NY423PB
11397,new york,NY424PI
11398,new york,NY426PC
11399,new york,NY428PS
11400,new york,NY433PC
11401,new york,NY433PR
11402,new york,NY434PF
11403,new york,NY436PG
11404,new york,NY440PB
11405,new york,NY441PS
11406,new york,NY442PB
11407,new york,NY444PI
11408,new york,NY445PS
11409,new york,NY446PS
11410,new york,NY447PS
11411,new york,NY452PP
11412,new york,NY453PF
11413,new york,NY454PF
11414,new york,NY455PP
11415,new york,NY457PS
11416,new york,NY458PF
11417,new york,NY459PT
11418,new york,NY460PG
11419,new york,NY461PF
11420,new york,NY00154
11421,new york,NY00222
11422,new york,NY00225
11423,new york,NY00227
11424,new york,NY00229
11425,new york,NY00230
11426,new york,NY00231
11427,new york,NY00255
11428,new york,NY00270
11429,new york,NY00322
11430,new york,NY00327
11431,new york,NY00365
11432,new york,NY00420
11433,new york,NY00424
11434,new york,NY00425
11435,new york,NY00429
11436,new york,NY00430
11437,new york,NY00463
11438,new york,NY00464
11439,new york,NY00520
11440,new york,NY00527
11441,new york,NY00621
11442,new york,NY00622
11443,new york,NY00623
11444,new york,NY00624
11445,new york,NY00625
11446,new york,NY00630
11447,new york,NY00631
11448,new york,NY00633
11449,new york,NY00635
11450,new york,NY00651
11451,new york,NY00663
11452,new york,NY00671
11453,new york,NY00672
11454,new york,NY00725
11455,new york,NY00823
11456,new york,NY00863
11457,new york,NY00920
11458,new york,NY00923
11459,new york,NY01002
11460,new york,NY01005
11461,new york,NY01006
11462,new york,NY01024
11463,new york,NY01051
11464,new york,NY01122
11465,new york,NY01303
11466,new york,NY01304
11467,new york,NY01322
11468,new york,NY01325
11469,new york,NY01326
11470,new york,NY01327
11471,new york,NY01359
11472,new york,NY01375
11473,new york,NY01400
11474,new york,NY01420
11475,new york,NY01425
11476,new york,NY01427
11477,new york,NY01429
11478,new york,NY01452
11479,new york,NY01453
11480,new york,NY01464
11481,new york,NY01466
11482,new york,NY01470
11483,new york,NY01475
11484,new york,NY01522
11485,new york,NY01566
11486,new york,NY01567
11487,new york,NY01625
11488,new york,NY01724
11489,new york,NY01825
11490,new york,NY01924
11491,new york,NY01930
11492,new york,NY01952
11493,new york,NY02123
11494,new york,NY02130
11495,new york,NY02226
11496,new york,NY02237
11497,new york,NY02240
11498,new york,NY02243
11499,new york,NY02250
11500,new york,NY02300
11501,new york,NY02340
11502,new york,NY02420
11503,new york,NY02422
11504,new york,NY02425
11505,new york,NY02450
11506,new york,NY02528
11507,new york,NY02630
11508,new york,NY02703
11509,new york,NY02724
11510,new york,NY02768
11511,new york,NY02900
11512,new york,NY02908
11513,new york,NY02910
11514,new york,NY02911
11515,new york,NY02912
11516,new york,NY02913
11517,new york,NY02914
11518,new york,NY02915
11519,new york,NY02916
11520,new york,NY02917
11521,new york,NY02918
11522,new york,NY02919
11523,new york,NY02920
11524,new york,NY02921
11525,new york,NY02922
11526,new york,NY02923
11527,new york,NY02924
11528,new york,NY02925
11529,new york,NY02926
11530,new york,NY02927
11531,new york,NY02928
11532,new york,NY02929
11533,new york,NY02930
11534,new york,NY02931
11535,new york,NY02932
11536,new york,NY02933
11537,new york,NY02942
11538,new york,NY02949
11539,new york,NY02962
11540,new york,NY03000
11541,new york,NY03001
11542,new york,NY03101
11543,new york,NY03225
11544,new york,NY03226
11545,new york,NY03227
11546,new york,NY03324
11547,new york,NY03328
11548,new york,NY03334
11549,new york,NY03370
11550,new york,NY03422
11551,new york,NY03424
11552,new york,NY03529
11553,new york,NY03571
11554,new york,NY03575
11555,new york,NY03621
11556,new york,NY03623
11557,new york,NY03659
11558,new york,NY03701
11559,new york,NY03721
11560,new york,NY03724
11561,new york,NY03753
11562,new york,NY03762
11563,new york,NY03821
11564,new york,NY03824
11565,new york,NY03828
11566,new york,NY03850
11567,new york,NY03890
11568,new york,NY03901
11569,new york,NY03921
11570,new york,NY03922
11571,new york,NY03954
11572,new york,NY03975
11573,new york,NY04000
11574,new york,NY04103
11575,new york,NY04124
11576,new york,NY04156
11577,new york,NY04190
11578,new york,NY04200
11579,new york,NY04301
11580,new york,NY04302
11581,new york,NY04323
11582,new york,NY04324
11583,new york,NY04330
11584,new york,NY04353
11585,new york,NY04375
11586,new york,NY04390
11587,new york,NY04430
11588,new york,NY04525
11589,new york,NY04530
11590,new york,NY04551
11591,new york,NY04571
11592,new york,NY04722
11593,new york,NY04723
11594,new york,NY04725
11595,new york,NY04920
11596,new york,NY05021
11597,new york,NY05025
11598,new york,NY05028
11599,new york,NY05030
11600,new york,NY05031
11601,new york,NY05034
11602,new york,NY05050
11603,new york,NY05051
11604,new york,NY05077
11605,new york,NY05101
11606,new york,NY05102
11607,new york,NY05103
11608,new york,NY05104
11609,new york,NY05105
11610,new york,NY05106
11611,new york,NY05107
11612,new york,NY05108
11613,new york,NY05109
11614,new york,NY05110
11615,new york,NY05111
11616,new york,NY05127
11617,new york,NY05130
11618,new york,NY05133
11619,new york,NY05146
11620,new york,NY05158
11621,new york,NY05159
11622,new york,NY05160
11623,new york,NY05224
11624,new york,NY05260
11625,new york,NY05263
11626,new york,NY05321
11627,new york,NY05322
11628,new york,NY05323
11629,new york,NY05325
11630,new york,NY05424
11631,new york,NY05502
11632,new york,NY05522
11633,new york,NY05559
11634,new york,NY05596
11635,new york,NY05598
11636,new york,NY05620
11637,new york,NY05650
11638,new york,NY05653
11639,new york,NY05656
11640,new york,NY05657
11641,new york,NY05722
11642,new york,NY05727
11643,new york,NY05728
11644,new york,NY05821
11645,new york,NY05829
11646,new york,NY05862
11647,new york,NY05908
11648,new york,NY05911
11649,new york,NY05933
11650,new york,NY05936
11651,new york,NY05955
11652,new york,NY05963
11653,new york,NY05968
11654,new york,NY05974
11655,new york,NY05975
11656,new york,NY05990
11657,new york,NY06122
11658,new york,NY06200
11659,new york,NY06207
11660,new york,NY06275
11661,new york,NY112WN
11662,new york,NY11304
11663,new york,NY15103
11664,new york,NY155WN
11665,new york,NY201UN
11666,new york,NY201UP
11667,new york,NY202UN
11668,new york,NY206UN
11669,new york,NY212UN
11670,new york,NY214UA
11671,new york,NY223UN
11672,new york,NY226UN
11673,new york,NY227UN
11674,new york,NY229UN
11675,new york,NY232UN
11676,new york,NY233UE
11677,new york,NY233UM
11678,new york,NY251UF
11679,new york,NY262UN
11680,new york,NY301SP
11681,new york,NY302SP
11682,new york,NY303SP
11683,new york,NY304SP
11684,new york,NY305SP
11685,new york,NY306SP
11686,new york,NY307SP
11687,new york,NY308SP
11688,new york,NY309SP
11689,new york,NY310SP
11690,new york,NY311SP
11691,new york,NY312SP
11692,new york,NY313SP
11693,new york,NY314SP
11694,new york,NY315SP
11695,new york,NY316SP
11696,new york,NY317SP
11697,new york,NY318SP
11698,new york,NY319SP
11699,new york,NY320SP
11700,new york,NY321SP
11701,new york,NY322SP
11702,new york,NY323SP
11703,new york,NY324SP
11704,new york,NY325SP
11705,new york,NY326SP
11706,new york,NY327SP
11707,new york,NY328SP
11708,new york,NY329SP
11709,new york,NY329SS
11710,new york,NY330SP
11711,new york,NY331SP
11712,new york,NY332SP
11713,new york,NY333SP
11714,new york,NY334SP
11715,new york,NY335SP
11716,new york,NY336SP
11717,new york,NY337SP
11718,new york,NY338SP
11719,new york,NY339SP
11720,new york,NY340SP
11721,new york,NY341SP
11722,new york,NY342SP
11723,new york,NY343SP
11724,new york,NY344SP
11725,new york,NY345SP
11726,new york,NY346SP
11727,new york,NY347SP
11728,new york,NY348SP
11729,new york,NY349SP
11730,new york,NY350SP
11731,new york,NY351SK
11732,new york,NY351SP
11733,new york,NY352SP
11734,new york,NY353SP
11735,new york,NY354SP
11736,new york,NY355SP
11737,new york,NY356SP
11738,new york,NY357SP
11739,new york,NY358SP
11740,new york,NY359SP
11741,new york,NY360SP
11742,new york,NY361SP
11743,new york,NY362SP
11744,new york,NY501RB
11745,new york,NY501RC
11746,new york,NY501RD
11747,new york,NY501RM
11748,new york,NY502RC
11749,new york,NY502RD
11750,new york,NY503RC
11751,new york,NY503RD
11752,new york,NY504RC
11753,new york,NY505RC
11754,new york,NY505RM
11755,new york,NY506RC
11756,new york,NY506RM
11757,new york,NY506RN
11758,new york,NY507RC
11759,new york,NY507RD
11760,new york,NY507RP
11761,new york,NY508RC
11762,new york,NY508RD
11763,new york,NY509RD
11764,new york,NY510RC
11765,new york,NY510RM
11766,new york,NY511RC
11767,new york,NY512RC
11768,new york,NY512RD
11769,new york,NY513RC
11770,new york,NY513RM
11771,new york,NY514RC
11772,new york,NY514RD
11773,new york,NY514RM
11774,new york,NY514RN
11775,new york,NY514RP
11776,new york,NY515RD
11777,new york,NY515RM
11778,new york,NY516RC
11779,new york,NY518RC
11780,new york,NY518RD
11781,new york,NY519RC
11782,new york,NY520RD
11783,new york,NY521RC
11784,new york,NY521RM
11785,new york,NY522RC
11786,new york,NY523RC
11787,new york,NY523RL
11788,new york,NY524RC
11789,new york,NY525RC
11790,new york,NY525RD
11791,new york,NY526RC
11792,new york,NY526RM
11793,new york,NY527RC
11794,new york,NY527RM
11795,new york,NY528RC
11796,new york,NY528RM
11797,new york,NY529RL
11798,new york,NY530RC
11799,new york,NY530RL
11800,new york,NY531RC
11801,new york,NY531RD
11802,new york,NY531RM
11803,new york,NY532RC
11804,new york,NY532RM
11805,new york,NY533RC
11806,new york,NY533RM
11807,new york,NY534RC
11808,new york,NY534RP
11809,new york,NY535RA
11810,new york,NY535RB
11811,new york,NY535RC
11812,new york,NY536RC
11813,new york,NY536RM
11814,new york,NY537RC
11815,new york,NY538RD
11816,new york,NY539RC
11817,new york,NY539RM
11818,new york,NY540RC
11819,new york,NY540RL
11820,new york,NY541RC
11821,new york,NY541RM
11822,new york,NY543RA
11823,new york,NY543RB
11824,new york,NY543RC
11825,new york,NY544RC
11826,new york,NY545RD
11827,new york,NY545RM
11828,new york,NY546RC
11829,new york,NY546RD
11830,new york,NY546RM
11831,new york,NY547RD
11832,new york,NY548RC
11833,new york,NY548RP
11834,new york,NY549RC
11835,new york,NY550RC
11836,new york,NY550RD
11837,new york,NY550RP
11838,new york,NY551RL
11839,new york,NY552RC
11840,new york,NY553RC
11841,new york,NY553RD
11842,new york,NY554RC
11843,new york,NY555RB
11844,new york,NY555RC
11845,new york,NY556RD
11846,new york,NY556RM
11847,new york,NY557RD
11848,new york,NY557RM
11849,new york,NY558RC
11850,new york,NY558RM
11851,new york,NY559RC
11852,new york,NY559RM
11853,new york,NY560RC
11854,new york,NY560RD
11855,new york,NY561RC
11856,new york,NY562RC
11857,north carolina,NC00100
11858,north carolina,NC00101
11859,north carolina,NC00102
11860,north carolina,NC00103
11861,north carolina,NC00200
11862,north carolina,NC00201
11863,north carolina,NC00300
11864,north carolina,NC00301
11865,north carolina,NC00400
11866,north carolina,NC00401
11867,north carolina,NC00500
11868,north carolina,NC00501
11869,north carolina,NC00600
11870,north carolina,NC00602
11871,north carolina,NC00605
11872,north carolina,NC00700
11873,north carolina,NC00701
11874,north carolina,NC00703
11875,north carolina,NC00704
11876,north carolina,NC00800
11877,north carolina,NC00802
11878,north carolina,NC00900
11879,north carolina,NC00901
11880,north carolina,NC00903
11881,north carolina,NC00904
11882,north carolina,NC01000
11883,north carolina,NC01001
11884,north carolina,NC01002
11885,north carolina,NC01003
11886,north carolina,NC01004
11887,north carolina,NC01005
11888,north carolina,NC01007
11889,north carolina,NC01008
11890,north carolina,NC01100
11891,north carolina,NC01101
11892,north carolina,NC01104
11893,north carolina,NC01106
11894,north carolina,NC01107
11895,north carolina,NC01200
11896,north carolina,NC01201
11897,north carolina,NC01202
11898,north carolina,NC01203
11899,north carolina,NC01300
11900,north carolina,NC01301
11901,north carolina,NC01302
11902,north carolina,NC01400
11903,north carolina,NC01401
11904,north carolina,NC01402
11905,north carolina,NC01404
11906,north carolina,NC01600
11907,north carolina,NC01601
11908,north carolina,NC01602
11909,north carolina,NC01603
11910,north carolina,NC01606
11911,north carolina,NC01607
11912,north carolina,NC01700
11913,north carolina,NC01800
11914,north carolina,NC01801
11915,north carolina,NC01802
11916,north carolina,NC01803
11917,north carolina,NC01804
11918,north carolina,NC01806
11919,north carolina,NC01807
11920,north carolina,NC01900
11921,north carolina,NC01901
11922,north carolina,NC01902
11923,north carolina,NC02002
11924,north carolina,NC02100
11925,north carolina,NC02101
11926,north carolina,NC02200
11927,north carolina,NC02300
11928,north carolina,NC02301
11929,north carolina,NC02302
11930,north carolina,NC02303
11931,north carolina,NC02400
11932,north carolina,NC02403
11933,north carolina,NC02404
11934,north carolina,NC02405
11935,north carolina,NC02500
11936,north carolina,NC02501
11937,north carolina,NC02502
11938,north carolina,NC02504
11939,north carolina,NC02600
11940,north carolina,NC02601
11941,north carolina,NC02602
11942,north carolina,NC02603
11943,north carolina,NC02700
11944,north carolina,NC02800
11945,north carolina,NC02801
11946,north carolina,NC02802
11947,north carolina,NC02803
11948,north carolina,NC02804
11949,north carolina,NC02805
11950,north carolina,NC02900
11951,north carolina,NC02901
11952,north carolina,NC02902
11953,north carolina,NC03000
11954,north carolina,NC03001
11955,north carolina,NC03002
11956,north carolina,NC03100
11957,north carolina,NC03101
11958,north carolina,NC03105
11959,north carolina,NC03106
11960,north carolina,NC03107
11961,north carolina,NC03200
11962,north carolina,NC03201
11963,north carolina,NC03203
11964,north carolina,NC03204
11965,north carolina,NC03300
11966,north carolina,NC03301
11967,north carolina,NC03302
11968,north carolina,NC03304
11969,north carolina,NC03400
11970,north carolina,NC03401
11971,north carolina,NC03402
11972,north carolina,NC03500
11973,north carolina,NC03501
11974,north carolina,NC03502
11975,north carolina,NC03601
11976,north carolina,NC03603
11977,north carolina,NC03604
11978,north carolina,NC03606
11979,north carolina,NC03609
11980,north carolina,NC03611
11981,north carolina,NC03700
11982,north carolina,NC03900
11983,north carolina,NC03901
11984,north carolina,NC03902
11985,north carolina,NC03903
11986,north carolina,NC04000
11987,north carolina,NC04100
11988,north carolina,NC04102
11989,north carolina,NC04103
11990,north carolina,NC04104
11991,north carolina,NC04105
11992,north carolina,NC04200
11993,north carolina,NC04201
11994,north carolina,NC04202
11995,north carolina,NC04203
11996,north carolina,NC04207
11997,north carolina,NC04300
11998,north carolina,NC04303
11999,north carolina,NC04304
12000,north carolina,NC04400
12001,north carolina,NC04401
12002,north carolina,NC04402
12003,north carolina,NC04405
12004,north carolina,NC04500
12005,north carolina,NC04501
12006,north carolina,NC04502
12007,north carolina,NC04503
12008,north carolina,NC04600
12009,north carolina,NC04601
12010,north carolina,NC04602
12011,north carolina,NC04603
12012,north carolina,NC04700
12013,north carolina,NC04701
12014,north carolina,NC04800
12015,north carolina,NC04900
12016,north carolina,NC04901
12017,north carolina,NC04902
12018,north carolina,NC04904
12019,north carolina,NC05000
12020,north carolina,NC05001
12021,north carolina,NC05002
12022,north carolina,NC05100
12023,north carolina,NC05101
12024,north carolina,NC05102
12025,north carolina,NC05103
12026,north carolina,NC05104
12027,north carolina,NC05105
12028,north carolina,NC05106
12029,north carolina,NC05108
12030,north carolina,NC05200
12031,north carolina,NC05202
12032,north carolina,NC05301
12033,north carolina,NC05400
12034,north carolina,NC05401
12035,north carolina,NC05402
12036,north carolina,NC05500
